"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","Emission_GES_5_usages","N°DPE","Code_postal_(BAN)","Identifiant__BAN","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score","Type_installation_chauffage","x","y","lon","lat"
321,124.3,81,3219.4,"2024-07-04",648,544.7,"2441N2420925O","41170","41143_0146_00017",124.3,8,"maison",214,38.1,0,"A",42.253452,NA,544029.31,6766310.12,0.909268,47.978595
329,82.7,32,3878.6,"2024-05-14",518,188.3,"2441N1690231Y","41170","41235_ta7a15",82.7,0,"maison",140,73.5,0,"B",42.253452,NA,NA,NA,NA,NA
245,130.4,53,2034.2,"2024-06-25",435,149.2,"2441N2288338B","41170","41248_89mr0f",130.4,3,"maison",120,35.8,0,"A",42.253452,NA,NA,NA,NA,NA
199.5,NA,39.5,1974.2,"2024-06-13",426.7,141.8,"2441N2115241M","41170","41143_0146_00011",91.4,21.7,"maison",156.1,49,9.9,"A",42.253452,NA,543976.1,6766273.4,0.908568,47.978252
220.6,NA,39.1,1113.2,"2024-03-14",305.6,84,"2441N0931276J","41170","41143_0146_00015",83.7,25.3,"maison",9.2,30,11.5,"A",42.253452,NA,544009.48,6766302.53,0.909005,47.978522
159.4,NA,48.9,1683,"2024-05-31",385.7,119.9,"2441N1948535S","41170","41143_0146_00013",112.2,20.6,"maison",151.7,34,5.1,"A",42.253452,NA,543990.58,6766293.25,0.908755,47.978434
52.4,143.3,59.2,2446.7,"2023-11-16",298.4,93.6,"2341N3898964E","41170","41060_0056",35.8,355,"maison",110.1,99.3,0,"B",38.5397,NA,NA,NA,NA,NA
59.5,143.3,59.2,2660.5,"2023-11-16",305.4,98.7,"2341N3898685L","41170","41060_0056",35.8,355,"maison",110.1,105.3,0,"B",38.5397,NA,NA,NA,NA,NA
52.4,143.3,59.2,2446.7,"2023-11-16",298.4,93.6,"2341N3898963D","41170","41060_0056",35.8,355,"maison",110.1,99.3,0,"B",38.5397,NA,NA,NA,NA,NA
52.4,143.3,59.2,2446.7,"2023-11-16",298.4,93.6,"2341N3898507P","41170","41060_0056",35.8,355,"maison",110.1,99.3,0,"B",38.5397,NA,NA,NA,NA,NA
40.9,168.4,68.6,2180.6,"2023-11-16",304.6,91.2,"2341N3899312O","41170","41060_0056",35.8,176.4,"maison",182.6,95.2,0,"B",38.5397,NA,NA,NA,NA,NA
59.5,143.3,59.2,2660.5,"2023-11-16",305.4,98.7,"2341N3898509R","41170","41060_0056",35.8,355,"maison",110.1,105.3,0,"B",38.5397,NA,NA,NA,NA,NA
67.3,168.4,116.2,3458.3,"2023-11-16",464.2,141.5,"2341N3899313P","41170","41060_0056",60.7,298.9,"maison",259.4,87.5,0,"B",38.5397,NA,NA,NA,NA,NA
59.5,143.3,59.2,2660.5,"2023-11-16",305.4,98.7,"2341N3898965F","41170","41060_0056",35.8,355,"maison",110.1,105.3,0,"B",38.5397,NA,NA,NA,NA,NA
52.4,143.3,59.2,2446.7,"2023-11-16",298.4,93.6,"2341N3898684K","41170","41060_0056",35.8,355,"maison",110.1,99.3,0,"B",38.5397,NA,NA,NA,NA,NA
59.5,143.3,59.2,2660.5,"2023-11-16",305.4,98.7,"2341N3898505N","41170","41060_0056",35.8,355,"maison",110.1,105.3,0,"B",38.5397,NA,NA,NA,NA,NA
314,113.3,44,4387.7,"2023-11-30",591,221.6,"2341N4118611D","41170","41235_shd7uk_00007",113.3,0,"maison",145,64,0,"A",38.5397,NA,NA,NA,NA,NA
46.3,168.4,68.6,2346.6,"2023-11-16",310.1,95.2,"2341N3899244Y","41170","41060_0056",35.8,176.4,"maison",182.6,99.9,0,"B",38.5397,NA,NA,NA,NA,NA
40.9,168.4,68.6,2180.6,"2023-11-16",304.6,91.2,"2341N3899246A","41170","41060_0056",35.8,176.4,"maison",182.6,95.2,0,"B",38.5397,NA,NA,NA,NA,NA
59.5,143.3,59.2,2660.5,"2023-11-16",305.4,98.7,"2341N3898961B","41170","41060_0056",35.8,355,"maison",110.1,105.3,0,"B",38.5397,NA,NA,NA,NA,NA
466,114.3,49,5384.5,"2023-03-09",633,249.5,"2341N0780867J","41170","41014_0047",114.3,0,"maison",104,69.9,0,"A",38.5397,NA,NA,NA,NA,NA
52.4,143.3,59.2,2446.7,"2023-11-16",298.4,93.6,"2341N3898683J","41170","41060_0056",35.8,355,"maison",110.1,99.3,0,"B",38.5397,NA,NA,NA,NA,NA
46.3,168.4,68.6,2346.6,"2023-11-16",310.1,95.2,"2341N3899309L","41170","41060_0056",35.8,176.4,"maison",182.6,99.9,0,"B",38.5397,NA,NA,NA,NA,NA
59.5,143.3,59.2,2660.5,"2023-11-16",305.4,98.7,"2341N3898682I","41170","41060_0056",35.8,355,"maison",110.1,105.3,0,"B",38.5397,NA,NA,NA,NA,NA
40.9,168.4,68.6,2180.6,"2023-11-16",304.6,91.2,"2341N3899311N","41170","41060_0056",35.8,176.4,"maison",182.6,95.2,0,"B",38.5397,NA,NA,NA,NA,NA
272.7,NA,41.4,2316.6,"2023-06-14",474.9,169.9,"2341N1984776O","41170","41012_80m4it",100.2,17,"maison",143.7,53,0,"A",38.5397,NA,NA,NA,NA,NA
52.4,143.3,59.2,2446.7,"2023-11-16",298.4,93.6,"2341N3898508Q","41170","41060_0056",35.8,355,"maison",110.1,99.3,0,"B",38.5397,NA,NA,NA,NA,NA
180.2,NA,43.1,1502.4,"2023-02-07",360.3,108.8,"2341N0399765P","41170","41012_80m4it",90.5,20.3,"maison",116.7,38,0,"A",38.5397,NA,NA,NA,NA,NA
67.3,168.4,116.2,3458.3,"2023-11-16",464.2,141.5,"2341N3899249D","41170","41060_0056",60.7,298.9,"maison",259.4,87.5,0,"B",38.5397,NA,NA,NA,NA,NA
40.9,168.4,68.6,2180.6,"2023-11-16",304.6,91.2,"2341N3899245Z","41170","41060_0056",35.8,176.4,"maison",182.6,95.2,0,"B",38.5397,NA,NA,NA,NA,NA
323,129.5,74,2062,"2021-10-25",593,150.6,"2141N0569008W","41110","41239_0044",129.5,13,"maison",161,36.6,0,"A",45.94422,NA,NA,NA,NA,NA
343.6,NA,73,5006.3,"2024-07-24",730.6,1082.2,"2441N2674180D","41110","41239_0075_00053",109.4,27.4,"maison",286.7,49,0,"B",44.72961,NA,578560.81,6684699.7,1.394246,47.25149
307,NA,63,2282,"2024-05-07",643,165,"2441N1640312Z","41110","41198_0267",114.7,37,"maison",223,45.7,13,"A",44.72961,NA,NA,NA,NA,NA
183.3,NA,45.8,1856.2,"2024-04-08",410.1,133,"2441N1246797U","41110","41198_0147",103.7,22.9,"maison",153.5,41,4.6,"A",44.72961,NA,NA,NA,NA,NA
254.6,NA,46.3,2267.7,"2023-02-05",468,165.5,"2341N0372749N","41110","41198_0271_00530",107.3,18,"maison",149.1,48,0,"A",40.63779,NA,575428.22,6685651.84,1.352574,47.259479
241,69.9,31,1909.1,"2023-12-24",417,140,"2341N4466734M","41110","41126_0152",69.9,0,"maison",127,62.9,0,"A",40.63779,NA,NA,NA,NA,NA
244,69.9,31,1926.1,"2023-12-24",420,141.4,"2341N4466706K","41110","41126_0152",69.9,0,"maison",127,63.4,0,"A",40.63779,NA,NA,NA,NA,NA
249,69.9,31,1950.1,"2023-12-24",424,143.3,"2341N4466721Z","41110","41126_0152",69.9,0,"maison",126,64.2,0,"A",40.63779,NA,NA,NA,NA,NA
249,69.9,31,1950.1,"2023-12-24",424,143.3,"2341N4466703H","41110","41126_0152",69.9,0,"maison",126,64.2,0,"A",40.63779,NA,NA,NA,NA,NA
238,69.9,31,1892.1,"2023-12-24",414,138.7,"2341N4466732K","41110","41126_0152",69.9,0,"maison",127,62.3,0,"A",40.63779,NA,NA,NA,NA,NA
244,69.9,31,1926.1,"2023-12-24",420,141.4,"2341N4466700E","41110","41126_0152",69.9,0,"maison",127,63.4,0,"A",40.63779,NA,NA,NA,NA,NA
241,69.9,31,1909.1,"2023-11-06",417,140,"2341N3765574U","41110","41126_0152",69.9,0,"maison",127,62.9,0,"A",40.63779,NA,NA,NA,NA,NA
241,69.9,31,1909.1,"2023-12-24",417,140,"2341N4466726E","41110","41126_0152",69.9,0,"maison",127,62.9,0,"A",40.63779,NA,NA,NA,NA,NA
249,69.9,31,1950.1,"2023-11-06",424,143.3,"2341N3765669L","41110","41126_0152",69.9,0,"maison",126,64.2,0,"A",40.63779,NA,NA,NA,NA,NA
244,69.9,31,1926.1,"2023-11-06",420,141.4,"2341N3765597R","41110","41126_0152",69.9,0,"maison",127,63.4,0,"A",40.63779,NA,NA,NA,NA,NA
200,87.7,40,1647.6,"2023-05-16",381,119.7,"2341N1611821D","41110","41126_0081_00002",87.7,17,"maison",105,43.2,0,"A",40.63779,NA,574238.12,6688985.39,1.335911,47.289258
238,69.9,31,1892.1,"2023-12-24",414,138.7,"2341N4466723B","41110","41126_0152",69.9,0,"maison",127,62.3,0,"A",40.63779,NA,NA,NA,NA,NA
238,69.9,31,1892.1,"2023-12-24",414,138.7,"2341N4466746Y","41110","41126_0152",69.9,0,"maison",127,62.3,0,"A",40.63779,NA,NA,NA,NA,NA
191,101.4,44,1932,"2022-05-18",421,138.5,"2241N1080615C","41110","41042_0090",101.4,8,"maison",160,43.8,0,"A",33.64263,NA,NA,NA,NA,NA
191,100.5,46,1612,"2022-08-01",376,116.9,"2282N1753446U","41110","41198_0088",100.5,0,"maison",117,36.9,0,"A",33.64263,NA,NA,NA,NA,NA
243,113.6,48,2076.2,"2022-12-22",441,151.7,"2241N3120077Y","41110","41239_0075",113.6,28,"maison",105,42,0,"A",33.64263,NA,NA,NA,NA,NA
270,87.2,35,2163.2,"2022-03-20",454,159.2,"2241N0558883M","41110","41239_0005",87.2,0,"maison",132,57.1,0,"A",33.64263,NA,NA,NA,NA,NA
294,130.5,51,2404.7,"2022-03-08",487,177.4,"2241N0464094T","41110","41126_0164",130.5,16,"maison",101,42.4,0,"A",33.64263,NA,NA,NA,NA,NA
32.7,1962.5,48.5,1467.2,"2022-09-08",177,320.7,"2241N2037452N","41110","41198_0247",20.3,8.6,"appartement",121.9,77.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
41.9,1962.5,48.4,1549,"2022-09-08",186,339.3,"2241N2037516Z","41110","41198_0247",20.3,8.5,"appartement",121.8,81.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
60.2,1962.5,73.9,1937.1,"2022-09-08",236.4,421,"2241N2037473I","41110","41198_0247",31,13,"appartement",142.2,67.5,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.9,1962.5,48.5,1468.9,"2022-09-08",177.1,321.1,"2241N2037390D","41110","41198_0247",20.3,8.6,"appartement",121.9,77.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
59.7,1962.5,50.1,1723.6,"2022-09-08",205.9,378.5,"2241N2037692T","41110","41198_0247",21,8.8,"appartement",123.1,87.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
33.9,1962.5,50.1,1491.5,"2022-09-08",180.1,325.8,"2241N2037458T","41110","41198_0247",21,8.8,"appartement",123.2,76,0,"C",33.64263,"individuel",NA,NA,NA,NA
54.8,1962.5,74.4,1893,"2022-09-08",231.6,410.8,"2241N2037477M","41110","41198_0247",31.2,13.1,"appartement",142.6,65.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
17,1962.5,47.5,1317.1,"2022-09-08",160,286.9,"2241N2037490Z","41110","41198_0247",19.9,8.4,"appartement",121.1,71.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.5,1962.5,48.5,1410.8,"2022-09-08",170.7,307.9,"2241N2037534R","41110","41198_0247",20.3,8.6,"appartement",121.9,74.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
46.2,1962.5,48.5,1588.1,"2022-09-08",190.4,348.2,"2241N2037606L","41110","41198_0247",20.3,8.6,"appartement",121.9,83.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037711M","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
46.6,1962.5,50.1,1606,"2022-09-08",192.8,351.8,"2241N2037561S","41110","41198_0247",21,8.8,"appartement",123.1,81.5,0,"C",33.64263,"individuel",NA,NA,NA,NA
46.2,1962.5,48.5,1588.1,"2022-09-08",190.4,348.2,"2241N2037601G","41110","41198_0247",20.3,8.6,"appartement",121.9,83.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
24.4,1962.5,48.5,1392.6,"2022-09-08",168.7,303.8,"2241N2037505O","41110","41198_0247",20.3,8.6,"appartement",121.9,73.5,0,"C",33.64263,"individuel",NA,NA,NA,NA
65,1962.5,70.2,1948.4,"2022-09-08",236.6,424.5,"2241N2037567Y","41110","41198_0247",29.4,12.4,"appartement",139.3,71.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.9,1962.5,48.5,1468.9,"2022-09-08",177.1,321.1,"2241N2037378R","41110","41198_0247",20.3,8.6,"appartement",121.9,77.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
24.4,1962.5,48.6,1392.6,"2022-09-08",168.7,303.8,"2241N2037356V","41110","41198_0247",20.4,8.6,"appartement",121.9,73.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
67.3,1962.5,70.2,1969,"2022-09-08",238.9,429.2,"2241N2037418F","41110","41198_0247",29.4,12.4,"appartement",139.3,71.9,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037682J","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037688P","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.7,1962.5,48.5,1467.2,"2022-09-08",177,320.7,"2241N2037428P","41110","41198_0247",20.3,8.6,"appartement",121.9,77.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
56.3,1962.5,72.9,1894.4,"2022-09-08",231.4,411.5,"2241N2037469E","41110","41198_0247",30.6,12.9,"appartement",141.4,66.9,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037664R","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.9,1962.5,48.5,1468.9,"2022-09-08",177.1,321.1,"2241N2037404R","41110","41198_0247",20.3,8.6,"appartement",121.9,77.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.5,1962.5,48.5,1410.8,"2022-09-08",170.7,307.9,"2241N2037549G","41110","41198_0247",20.3,8.6,"appartement",121.9,74.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.4,1962.5,48.5,1410,"2022-09-08",170.6,307.8,"2241N2037583O","41110","41198_0247",20.3,8.6,"appartement",121.9,74.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.5,1962.5,48.5,1410.8,"2022-09-08",170.7,307.9,"2241N2037556N","41110","41198_0247",20.3,8.6,"appartement",121.9,74.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
33.5,1962.5,48.5,1473.7,"2022-09-08",177.7,322.2,"2241N2037468D","41110","41198_0247",20.3,8.6,"appartement",121.9,77.5,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.9,1962.5,48.5,1468.9,"2022-09-08",177.1,321.1,"2241N2037372L","41110","41198_0247",20.3,8.6,"appartement",121.9,77.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
56.6,1962.5,74.7,1912.1,"2022-09-08",233.9,415.1,"2241N2037351Q","41110","41198_0247",31.3,13.2,"appartement",142.8,66.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
27,1962.5,49.4,1423.2,"2022-09-08",172.3,310.5,"2241N2037523G","41110","41198_0247",20.7,8.7,"appartement",122.6,73.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
74.3,1962.5,74.4,2068.5,"2022-09-08",251.2,450.7,"2241N2037624D","41110","41198_0247",31.2,13.1,"appartement",142.6,71.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
80.7,1962.5,110.6,2444.6,"2022-09-08",303.3,526.8,"2241N2037651E","41110","41198_0247",46.3,19.5,"appartement",171.6,57.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
51.3,1962.5,72.2,1843.3,"2022-09-08",225.5,400.1,"2241N2037423K","41110","41198_0247",30.3,12.7,"appartement",140.9,65.8,0,"C",33.64263,"individuel",NA,NA,NA,NA
30,1962.5,48.2,1439.3,"2022-09-08",173.7,314.5,"2241N2037643W","41110","41198_0247",20.2,8.5,"appartement",121.6,76.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.7,1962.5,48.5,1467.2,"2022-09-08",177,320.7,"2241N2037444F","41110","41198_0247",20.3,8.6,"appartement",121.9,77.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.9,1962.5,48.5,1468.9,"2022-09-08",177.1,321.1,"2241N2037409W","41110","41198_0247",20.3,8.6,"appartement",121.9,77.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
17.5,1962.5,48.5,1329.9,"2022-09-08",161.7,289.6,"2241N2037496F","41110","41198_0247",20.3,8.6,"appartement",121.9,70.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
72.8,1962.5,82.8,2129,"2022-09-08",260.3,462.3,"2241N2037343I","41110","41198_0247",34.7,14.6,"appartement",149.3,66.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
35.1,1962.5,48.5,1488.7,"2022-09-08",179.3,325.6,"2241N2037646Z","41110","41198_0247",20.3,8.6,"appartement",121.9,78.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.5,1962.5,48.5,1410.8,"2022-09-08",170.7,307.9,"2241N2037526J","41110","41198_0247",20.3,8.6,"appartement",121.9,74.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.5,1962.5,48.5,1410.8,"2022-09-08",170.7,307.9,"2241N2037539W","41110","41198_0247",20.3,8.6,"appartement",121.9,74.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
24.1,1962.5,72.3,1598.6,"2022-09-08",198.3,344.5,"2241N2037486V","41110","41198_0247",30.3,12.8,"appartement",140.9,57.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037719U","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
83.4,1962.5,70.2,2114,"2022-09-08",255,462.1,"2241N2037698Z","41110","41198_0247",29.4,12.4,"appartement",139.3,76.8,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.4,1962.5,48.5,1410,"2022-09-08",170.6,307.8,"2241N2037573E","41110","41198_0247",20.3,8.6,"appartement",121.9,74.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
61.9,1962.5,48.5,1729.6,"2022-09-08",206.1,380.3,"2241N2037596B","41110","41198_0247",20.3,8.6,"appartement",121.9,90,0,"C",33.64263,"individuel",NA,NA,NA,NA
38.1,1962.5,78,1774.5,"2022-09-08",219.5,383,"2241N2037353S","41110","41198_0247",32.7,13.8,"appartement",145.5,59.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.5,1962.5,48.5,1410.8,"2022-09-08",170.7,307.9,"2241N2037559Q","41110","41198_0247",20.3,8.6,"appartement",121.9,74.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.4,1962.5,48.5,1410,"2022-09-08",170.6,307.8,"2241N2037586R","41110","41198_0247",20.3,8.6,"appartement",121.9,74.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037716R","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
53.3,1962.5,50.1,1665.9,"2022-09-08",199.5,365.4,"2241N2037414B","41110","41198_0247",21,8.8,"appartement",123.1,84.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
43,1962.5,72.3,1769.2,"2022-09-08",217.3,383.3,"2241N2037628H","41110","41198_0247",30.3,12.8,"appartement",140.9,63.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.5,1962.5,48.5,1410.8,"2022-09-08",170.7,307.9,"2241N2037529M","41110","41198_0247",20.3,8.6,"appartement",121.9,74.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037677E","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.9,1962.5,48.5,1468.9,"2022-09-08",177.1,321.1,"2241N2037395I","41110","41198_0247",20.3,8.6,"appartement",121.9,77.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
75.7,1962.5,73.3,2071.6,"2022-09-08",251.2,451.6,"2241N2037610P","41110","41198_0247",30.7,12.9,"appartement",141.7,72.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
43,1962.5,52.6,1595.5,"2022-09-08",192.4,348.8,"2241N2037341G","41110","41198_0247",22,9.3,"appartement",125.1,77.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.4,1962.5,48,1405.7,"2022-09-08",170,306.9,"2241N2037513W","41110","41198_0247",20.1,8.5,"appartement",121.4,74.9,0,"C",33.64263,"individuel",NA,NA,NA,NA
41.9,1962.5,72.2,1758.1,"2022-09-08",216,380.7,"2241N2037572D","41110","41198_0247",30.3,12.7,"appartement",140.9,63,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037708J","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.7,1962.5,48.5,1467.2,"2022-09-08",177,320.7,"2241N2037433U","41110","41198_0247",20.3,8.6,"appartement",121.9,77.1,0,"C",33.64263,"individuel",NA,NA,NA,NA
51.7,1962.5,110.6,2183.7,"2022-09-08",274.3,467.6,"2241N2037519C","41110","41198_0247",46.3,19.5,"appartement",171.6,52.1,0,"B",33.64263,"individuel",NA,NA,NA,NA
61,1962.5,72.2,1930.2,"2022-09-08",235.2,419.8,"2241N2037702D","41110","41198_0247",30.3,12.7,"appartement",140.9,68.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
26.4,1962.5,48.5,1410,"2022-09-08",170.6,307.8,"2241N2037577I","41110","41198_0247",20.3,8.6,"appartement",121.9,74.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
29.5,1962.5,47.5,1429.2,"2022-09-08",172.4,312.4,"2241N2037633M","41110","41198_0247",19.9,8.4,"appartement",121.1,76.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
30.2,1962.5,48.5,1444.4,"2022-09-08",174.4,315.6,"2241N2037638R","41110","41198_0247",20.3,8.6,"appartement",121.9,76,0,"C",33.64263,"individuel",NA,NA,NA,NA
27.3,1962.5,50.1,1432.4,"2022-09-08",173.5,312.4,"2241N2037589U","41110","41198_0247",21,8.8,"appartement",123.2,73.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
19.8,1962.5,48.2,1347.6,"2022-09-08",163.6,293.7,"2241N2037502L","41110","41198_0247",20.2,8.5,"appartement",121.6,71.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037660N","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
33.5,1962.5,48.5,1473.7,"2022-09-08",177.7,322.2,"2241N2037464Z","41110","41198_0247",20.3,8.6,"appartement",121.9,77.5,0,"C",33.64263,"individuel",NA,NA,NA,NA
49.2,1962.5,48.5,1615.2,"2022-09-08",193.4,354.3,"2241N2037461W","41110","41198_0247",20.3,8.6,"appartement",121.9,84.4,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037673A","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
42.3,1962.5,48.2,1550.6,"2022-09-08",186.1,339.7,"2241N2037508R","41110","41198_0247",20.2,8.5,"appartement",121.6,81.7,0,"C",33.64263,"individuel",NA,NA,NA,NA
66.7,1962.5,79,2041.3,"2022-09-08",249.5,443.3,"2241N2037346L","41110","41198_0247",33.1,13.9,"appartement",146.3,66.6,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.9,1962.5,49.4,1539.7,"2022-09-08",185.3,337,"2241N2037659M","41110","41198_0247",20.7,8.7,"appartement",122.6,79.3,0,"C",33.64263,"individuel",NA,NA,NA,NA
39.2,1962.5,48.5,1525.2,"2022-09-08",183.4,333.9,"2241N2037670X","41110","41198_0247",20.3,8.6,"appartement",121.9,80,0,"C",33.64263,"individuel",NA,NA,NA,NA
103,1962.5,164.2,2975.3,"2022-09-08",377.5,633.7,"2241N2037366F","41110","41198_0247",68.8,29,"appartement",198.8,48.2,0,"B",33.64263,"individuel",NA,NA,NA,NA
31.8,1962.5,48.6,1459.1,"2022-09-08",176.1,318.9,"2241N2037360Z","41110","41198_0247",20.4,8.6,"appartement",121.9,76.6,0,"C",33.64263,"individuel",NA,NA,NA,NA
32.9,1962.5,48.5,1468.9,"2022-09-08",177.1,321.1,"2241N2037384X","41110","41198_0247",20.3,8.6,"appartement",121.9,77.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
79.5,1962.5,73.9,2111.4,"2022-09-08",255.8,460.5,"2241N2037617W","41110","41198_0247",31,13,"appartement",142.2,73.2,0,"C",33.64263,"individuel",NA,NA,NA,NA
40.5,1962.5,50.1,1551.4,"2022-09-08",186.8,339.5,"2241N2037725A","41110","41198_0247",21,8.8,"appartement",123.2,78.8,0,"C",33.64263,"individuel",NA,NA,NA,NA
347.8,NA,47.9,2897,"2022-05-05",561.6,214.3,"2241N0976287M","41360","41078_qpwlgz",138.4,19.1,"maison",146.8,48,0,"A",46.51814,NA,NA,NA,NA,NA
155.4,NA,36.2,1301,"2022-07-22",332,93.6,"2241N1680734P","41360","41078_ilatzx",70.1,23.4,"maison",117.1,42,0,"A",46.51814,NA,NA,NA,NA,NA
211.6,NA,48.6,1705.4,"2022-08-03",388.9,124.6,"2241N1772164D","41360","41078_ilatzx_00005",112,14.3,"maison",114.4,35,0,"A",46.51814,NA,NA,NA,NA,NA
642,NA,90,6262,"2021-10-25",1021,1338,"2141N0568378Q","41360","41238_0068",NA,40,"maison",249,58.3,0,"A",45.94422,NA,NA,NA,NA,NA
143,50.1,23,1423.9,"2023-06-26",350,100.9,"2341N2130075Z","41360","41078_0085",50.1,0,"maison",139,65.3,0,"A",43.84718,NA,NA,NA,NA,NA
194.7,NA,35.6,1574,"2023-01-26",370.4,114.4,"2341N0248419P","41360","41238_0275",84.2,21.4,"maison",118.7,42,0,"A",43.84718,NA,NA,NA,NA,NA
214.7,NA,39,1975.8,"2023-05-16",426.9,143,"2341N1621117R","41360","41238_0112",96.7,19.5,"maison",153.7,46,0,"A",43.84718,NA,NA,NA,NA,NA
142,67.7,30,1533.8,"2023-06-26",365,108.4,"2341N2130073X","41360","41078_0085",67.7,0,"maison",150,52.1,0,"A",43.84718,NA,NA,NA,NA,NA
116,50.1,24,1292.9,"2023-06-26",331,90.6,"2341N2130074Y","41360","41078_0085",50.1,0,"maison",144,59.3,0,"A",43.84718,NA,NA,NA,NA,NA
